idx,name,mean,std,mean_minus_std,mean_plus_std,cv,rank_mean
19,ARRESTS_D,0.03644165645043055,8.8086353273053e-05,0.0363535700971575,0.0365297428037036,0.00241718851043096,1
67,DIVISION,0.029526779428124428,2.1194036328195356e-05,0.02950558539179623,0.029547973464452624,0.0007177903157297241,2
20,DSMCRIT,0.027387543891867,5.302804854276121e-05,0.02733451584332424,0.02744057194040976,0.0019362104448697353,3
68,REGION,0.02636493369936943,2.8093757060688502e-05,0.026336839942308742,0.02639302745643012,0.0010655728317405335,4
39,FREQ1_D,0.026342542842030525,5.703347674027115e-05,0.026285509365290255,0.026399576318770795,0.0021650710442908372,5
18,LIVARAG_D,0.025848976025978725,4.097099091140188e-05,0.025808005035067322,0.025889947016890128,0.001585014078322686,6
6,NOPRIOR,0.02546186000108719,5.3889974154236585e-05,0.02540797002693295,0.025515749975241427,0.0021164979365975445,7
32,SUB3_D,0.025363535309831303,9.598613740701567e-05,0.025267549172424287,0.025459521447238318,0.0037844147605799235,8
52,HERFLG,0.023764556894699734,2.4393553618184057e-05,0.02374016334108155,0.023788950448317917,0.00102646784984342,9
41,FREQ3_D,0.02367369830608368,4.494765032708129e-05,0.0236287506557566,0.02371864595641076,0.0018986323871302618,10
31,SUB2_D,0.023641502484679222,3.211348298303988e-05,0.023609389001696183,0.02367361596766226,0.0013583520338375657,11
71,CBSA2020,0.02083190654714902,9.21909197257775e-05,0.020739715627423244,0.0209240974668748,0.0044254672282213366,12
54,OPSYNFLG,0.02008177215854327,2.3971846819040527e-05,0.02005780031172423,0.02010574400536231,0.0011937117217437569,13
12,GENDER,0.01962115739782651,2.8729211599210832e-05,0.0195924281862273,0.019649886609425724,0.001464195562815945,14
63,SEDHPFLG,0.018494198719660442,2.913178701898607e-05,0.018465066932641456,0.01852333050667943,0.0015751851410581651,15
61,TRNQFLG,0.0184469036757946,3.798098639458761e-05,0.018408922689400014,0.01848488466218919,0.002058935584101573,16
42,FRSTUSE1,0.017643943428993225,1.8883345925721687e-05,0.017625060083067502,0.017662826774918948,0.0010702452091685935,17
17,EMPLOY_D,0.017424965277314186,8.110416955354559e-05,0.01734386110776064,0.017506069446867733,0.004654480985344417,18
2,MARSTAT,0.01693488471210003,3.8881291190916034e-05,0.016896003420909113,0.016973766003290945,0.0022959288977701295,19
25,DETNLF_D,0.016903831313053768,4.731162141381931e-05,0.016856519691639947,0.01695114293446759,0.0027988697081521106,20
55,PCPFLG,0.01675894359747569,1.987302611769713e-05,0.01673907057135799,0.016778816623593387,0.0011858161585250814,21
57,MTHAMFLG,0.016697881743311882,2.2502948533960472e-05,0.01667537879477792,0.016720384691845842,0.0013476528867485682,22
4,DETCRIM,0.01654013805091381,7.187906156057022e-05,0.01646825898935324,0.01661201711247438,0.004345735285842977,23
56,HALLFLG,0.01634840915600459,1.0089059170482056e-05,0.016338320096834107,0.01635849821517507,0.000617127885301088,24
34,ROUTE2,0.015733481695254643,1.7384981734060184e-05,0.015716096713520582,0.015750866676988703,0.0011049672329871937,25
64,INHFLG,0.01566069945693016,2.370739013753495e-05,0.015636992066792626,0.015684406847067695,0.0015138142585990292,26
23,ETHNIC,0.01548236763725678,3.250613103287109e-05,0.015449861506223909,0.015514873768289653,0.002099558142169955,27
65,OTCFLG,0.015376270127793154,2.9288228627962538e-05,0.015346981899165191,0.015405558356421116,0.0019047680864439957,28
70,ALCDRUG,0.015353075849513212,4.143470235165359e-05,0.015311641147161558,0.015394510551864866,0.002698788357315862,29
60,BENZFLG,0.015086468309164047,2.2742188866057346e-05,0.01506372612029799,0.015109210498030105,0.0015074561123257022,30
35,ROUTE3,0.014938258255521456,2.3636417554075224e-05,0.01491462183796738,0.014961894673075531,0.001582273994047383,31
16,SERVICES_D,0.01476809320350488,2.1293276752368395e-05,0.014746799926752513,0.014789386480257249,0.001441843334745132,32
3,SERVICES,0.014047399163246155,3.431431232269105e-05,0.014013084850923464,0.014081713475568846,0.0024427519944383424,33
49,ALCFLG,0.014025417777399221,2.109724599107088e-05,0.01400432053140815,0.014046515023390292,0.0015042151560766563,34
59,STIMFLG,0.013952303988238176,1.7951129156738244e-05,0.013934352859081438,0.013970255117394914,0.0012866067978357615,35
69,IDU,0.013477488110462824,9.08755414567448e-06,0.013468400556317149,0.013486575664608499,0.0006742765470235987,36
40,FREQ2_D,0.013471165671944618,3.487696803227638e-05,0.013436288703912343,0.013506042639976894,0.002589008915903396,37
48,FREQ_ATND_SELF_HELP_D,0.013360872554282347,5.085072888873524e-05,0.013310021825393611,0.013411723283171082,0.0038059437122942145,38
9,METHUSE,0.013345635185639063,6.791036243732382e-05,0.013277724823201739,0.013413545548076387,0.005088582258744839,39
5,PSOURCE,0.012277622086306414,4.095486791002295e-05,0.012236667218396391,0.012318576954216436,0.0033357328986124354,40
22,RACE,0.012086797816058,3.953682595196639e-05,0.012047260990106034,0.012126334642009967,0.003271075313218151,41
66,OTHERFLG,0.011508660080532232,2.6378180104755437e-05,0.011482281900427476,0.011535038260636989,0.0022920287783437204,42
11,PREG,0.0113286217674613,5.821878257438733e-06,0.011322799889203861,0.011334443645718738,0.0005139087858119385,43
62,BARBFLG,0.01118230540305376,2.5318977798552603e-05,0.011156986425255208,0.011207624380852313,0.0022642001703546996,44
13,VET,0.011142478324472904,2.8720947551112626e-05,0.01111375737692179,0.011171199272024018,0.0025776085637995863,45
58,AMPHFLG,0.010144478951891264,1.8760558403641692e-05,0.010125718393487622,0.010163239510294906,0.0018493368158789573,46
