run_name,split,los_scheme,mean_dV_D_all_heads,max_dV_D_all_heads,mean_abs_dV_D_all_heads,mean_js_D_all_heads,mean_dV_D_risk_heads,max_dV_D_risk_heads,mean_abs_dV_D_risk_heads,mean_js_D_risk_heads,top1_dV_D_head,top1_dV_D,top2_dV_D_head,top2_dV_D,top3_dV_D_head,top3_dV_D,delta_mean_dV_D_vs_baseline,delta_max_dV_D_vs_baseline,delta_risk_mean_dV_D_vs_baseline,delta_risk_js_D_vs_baseline
baseline_id26,test,coarse6,0.023285171277448207,0.07398458167626171,0.023285171277448207,0.005127278099314617,0.04003712750448582,0.07398458167626171,0.04003712750448582,0.008350006905494018,FREQ_ATND_SELF_HELP_D,0.07398458167626171,SUB1_D,0.05489672667983442,EMPLOY_D,0.033293414024114815,0.0,0.0,0.0,0.0
baseline_id26,valid,coarse6,0.023431822694976567,0.07409317157929599,0.02345321014673461,0.005143443536968812,0.040839298228574156,0.07409317157929599,0.040839298228574156,0.008437314577703038,FREQ_ATND_SELF_HELP_D,0.07409317157929599,SUB1_D,0.05597240122316641,EMPLOY_D,0.03665708741771559,0.0,0.0,0.0,0.0
struct_top6_l001,test,coarse6,0.019015417230267145,0.05678740986786185,0.019470028588210793,0.004465046556077232,0.03234114832351251,0.05678740986786185,0.03234114832351251,0.006953804360801198,FREQ_ATND_SELF_HELP_D,0.05678740986786185,SUB1_D,0.035333482397027355,FREQ2_D,0.031195722413998192,-0.004269754047181062,-0.017197171808399858,-0.007695979180973311,-0.0013962025446928204
struct_top6_l001,valid,coarse6,0.01718085603239546,0.05605917447271719,0.017937102644796154,0.004471197987998316,0.028994262064633198,0.05605917447271719,0.028994262064633198,0.006981834678216374,FREQ_ATND_SELF_HELP_D,0.05605917447271719,SUB1_D,0.03534202629017283,FREQ1_D,0.03114619880745209,-0.006250966662581108,-0.018033997106578797,-0.011845036163940958,-0.001455479899486664
