idx,name,mean,std,mean_minus_std,mean_plus_std,cv,rank_mean
72,LOS,0.09416229128837586,0.001323584499741349,0.09283870678863451,0.09548587578811721,0.014056417719146378,1
3,SERVICES,0.08209496140480041,0.005365093743439891,0.07672986766136052,0.0874600551482403,0.06535229022138468,2
71,CBSA2020,0.03762624561786652,0.0032337268453272662,0.03439251877253925,0.04085997246319378,0.08594338319504716,3
39,FREQ1_D,0.03096385523676872,0.0016388717031366007,0.02932498353363212,0.03260272693990532,0.05292854170143794,4
0,STFIPS,0.023496702685952185,0.0019015826382456284,0.021595120047706556,0.025398285324197814,0.08092976549354369,5
67,DIVISION,0.009071032423526049,0.0012238596809711951,0.007847172742554854,0.010294892104497244,0.13491955753537724,6
19,ARRESTS_D,0.008744141552597284,0.0009407491250709701,0.007803392427526314,0.009684890677668255,0.10758621865991386,7
48,FREQ_ATND_SELF_HELP_D,0.007995611429214478,0.0005230764478086011,0.007472534981405877,0.00851868787702308,0.06542044375710618,8
68,REGION,0.006907809060066938,0.000833379615869888,0.00607442944419705,0.007741188675936827,0.1206431168874567,9
18,LIVARAG_D,0.006513514555990696,0.0003301164859209686,0.0061833980700697275,0.0068436310419116644,0.05068177603400755,10
16,SERVICES_D,0.005923343915492296,0.0010381953715178458,0.00488514854397445,0.0069615392870101414,0.17527183738267882,11
30,SUB1_D,0.005123831145465374,0.000141205591171662,0.004982625554293712,0.005265036736637036,0.027558595738782287,12
5,PSOURCE,0.005052617378532886,0.0011629922293406993,0.003889625149192187,0.006215609607873585,0.23017619230023587,13
20,DSMCRIT,0.0036368596367537974,0.0003873859775983833,0.003249473659155414,0.00402424561435218,0.10651661496184599,14
46,PRIMPAY,0.0027521371841430662,0.0001537320860696026,0.0025984050980734637,0.002905869270212669,0.055859165362598086,15
9,METHUSE,0.0025036179926246406,0.00016536356042716916,0.0023382544321974715,0.0026689815530518096,0.06604983704155763,16
17,EMPLOY_D,0.002405211050063372,8.317771229170639e-05,0.0023220333377716655,0.002488388762355078,0.03458229259736473,17
69,IDU,0.00189502933062613,0.0006276658142346052,0.001267363516391525,0.0025226951448607355,0.33121693901551397,18
70,ALCDRUG,0.001596352329943329,0.0007134361210543103,0.0008829162088890188,0.0023097884509976395,0.4469164530111203,19
15,DAYWAIT,0.001513091567903757,0.0003957102830111882,0.001117381284892569,0.0019088018509149452,0.26152434618309767,20
45,HLTHINS,0.0012687055626884104,0.00021893831462541866,0.0010497672480629917,0.001487643877313829,0.17256826253798743,21
14,LIVARAG,0.0010889830300584435,0.00021644949489540592,0.0008725335351630376,0.0013054325249538495,0.19876296408750235,22
25,DETNLF_D,0.0009385358775034547,0.00013359980428520214,0.0008049360732182526,0.0010721356817886569,0.14234917117988424,23
2,MARSTAT,0.0009341028111521154,0.0003975397929893593,0.0005365630181627561,0.0013316426041414748,0.4255846232804253,24
26,PRIMINC,0.0008952069096267223,0.00011336197038082956,0.0007818449392458927,0.001008568880007552,0.12663214410185744,25
36,FREQ1,0.0008570056525059044,7.110600256587772e-05,0.0007858996499400268,0.0009281116550717821,0.08297028421920219,26
4,DETCRIM,0.0008521069306880235,0.00011678490893916887,0.0007353220217488547,0.0009688918396271924,0.1370542882979162,27
10,PSYPROB,0.0007122668204829097,4.13716218443543e-05,0.0006708951986385554,0.0007536384423272641,0.05808444343413998,28
7,ARRESTS,0.0006704723753500729,0.0003128839291595799,0.000357588446190493,0.0009833563045096529,0.46666192473062623,29
11,PREG,0.0006218535883817822,0.00022775969111632727,0.00039409389726545495,0.0008496132794981095,0.3662593500650445,30
24,DETNLF,0.000596224790206179,7.461830238952834e-05,0.0005216064878166507,0.0006708430925957074,0.12515129128348515,31
12,GENDER,0.0005577013362199068,0.00017172985374366967,0.00038597148247623717,0.0007294311899635764,0.3079244079055873,32
21,AGE,0.0004925706016365439,6.245142679570663e-05,0.00043011917484083725,0.0005550220284322505,0.12678675216956625,33
6,NOPRIOR,0.00044921625521965325,7.57531067318428e-05,0.00037346314848781047,0.000524969361951496,0.16863393933686083,34
32,SUB3_D,0.00043834444950334727,8.596696394612711e-05,0.00035237748555722015,0.0005243114134494744,0.19611737765478574,35
41,FREQ3_D,0.00040611136355437336,4.398745775437828e-05,0.00036212390579999507,0.00045009882130875165,0.1083137821345127,36
28,SUB2,0.0003619546361733228,7.639313307090156e-05,0.0002855615031024212,0.00043834776924422437,0.2110572028543393,37
44,FRSTUSE3,0.0003370215301401913,0.0001621098816931419,0.0001749116484470494,0.0004991314118333332,0.48100749416723865,38
22,RACE,0.0003030112973647192,5.5289395476647116e-05,0.0002477219018880721,0.00035830069284136635,0.18246644913076654,39
29,SUB3,0.00029678476857952774,6.297239136576131e-05,0.00023381237721376642,0.00035975715994528905,0.21218201886559065,40
27,SUB1,0.0002870248805265874,3.974353373003994e-05,0.00024728134679654745,0.00032676841425662733,0.1384672076411106,41
33,ROUTE1,0.00027806213474832473,4.902739413469671e-05,0.00022903474061362802,0.00032708952888302144,0.1763181246489085,42
13,VET,0.00025357239646837113,5.327913920297331e-05,0.00020029325726539783,0.00030685153567134443,0.21011411314882208,43
34,ROUTE2,0.00022247782035265118,2.3041000615841618e-05,0.00019943681973680957,0.0002455188209684928,0.10356538273936325,44
49,ALCFLG,0.00021754908520961181,8.810036225543488e-05,0.00012944872295417694,0.0003056494474650467,0.40496774404060976,45
8,EMPLOY,0.00018641184142325072,2.7312628393073e-05,0.00015909921303017773,0.00021372446981632372,0.14651766853726472,46
52,HERFLG,0.0001605621771886945,5.751842395921562e-05,0.00010304375322947887,0.0002180806011479101,0.3582314650082212,47
42,FRSTUSE1,0.00013391217071330176,3.9854693893849696e-05,9.405747681945207e-05,0.00017376686460715145,0.29761816033268773,48
40,FREQ2_D,0.0001248657688847743,3.246281795433575e-05,9.240295093043856e-05,0.00015732858683911006,0.2599817247294759,49
54,OPSYNFLG,0.00011236196878599003,4.77496847639189e-05,6.461228402207113e-05,0.00016011165354990893,0.42496304826115344,50
47,FREQ_ATND_SELF_HELP,9.722778486320749e-05,3.103834575602345e-05,6.618943910718404e-05,0.00012826613061923093,0.3192332911800076,51
43,FRSTUSE2,9.172380960080773e-05,1.2912577585654791e-05,7.881123201515294e-05,0.00010463638718646252,0.14077672571442215,52
37,FREQ2,8.000168090802618e-05,2.2469361049829222e-05,5.753231985819695e-05,0.0001024710419578554,0.28086111185165086,53
51,MARFLG,7.233394571812824e-05,2.055675882072427e-05,5.177718689740397e-05,9.289070453885251e-05,0.28419241639091675,54
1,EDUC,6.68224813125562e-05,5.673311031407009e-06,6.114917028114919e-05,7.24957923439632e-05,0.08490123263861757,55
35,ROUTE3,6.650149880442769e-05,2.339495826387921e-05,4.3106540540548476e-05,8.98964570683069e-05,0.3517959547450315,56
57,MTHAMFLG,6.30161157459952e-05,6.154979249938892e-06,5.68611364960563e-05,6.917109499593408e-05,0.0976730980174711,57
23,ETHNIC,5.745573216699995e-05,1.4648906248564308e-05,4.280682591843564e-05,7.210463841556426e-05,0.2549598742556447,58
50,COKEFLG,4.046024441777263e-05,2.0328597007615303e-05,2.0131647410157328e-05,6.078884142538793e-05,0.5024338656413487,59
66,OTHERFLG,3.725726237462368e-05,1.8377363492602964e-05,1.8879898882020717e-05,5.5634625867226646e-05,0.49325587338698246,60
60,BENZFLG,3.162078937748447e-05,9.599976759177798e-06,2.2020812618306672e-05,4.122076613666227e-05,0.3035969989418874,61
31,SUB2_D,1.8390869809081777e-05,3.1940750739123766e-06,1.51967947351694e-05,2.1584944882994156e-05,0.17367721630735913,62
55,PCPFLG,9.4946807166707e-06,6.5321912157271345e-06,2.9624895009435655e-06,1.6026871932397834e-05,0.6879842946438373,63
63,SEDHPFLG,9.464947140713775e-06,1.0083170035006062e-05,-6.18222894292287e-07,1.9548117175719838e-05,1.0653170995147963,64
53,METHFLG,8.927561884775059e-06,4.484849593625995e-06,4.442712291149064e-06,1.3412411478401055e-05,0.5023599557763241,65
56,HALLFLG,8.468917280879396e-06,9.971872949390411e-06,-1.5029556685110154e-06,1.8440790230269807e-05,1.1774672745835288,66
38,FREQ3,5.7415189758103224e-06,6.6254949068625975e-06,-8.83975931052275e-07,1.236701388267292e-05,1.1539620324824436,67
58,AMPHFLG,4.804370496458432e-06,4.227563597083715e-06,5.768068993747171e-07,9.031934093542147e-06,0.8799412119028053,68
59,STIMFLG,3.708884878506069e-06,5.879947067923908e-06,-2.171062189417839e-06,9.588831946429977e-06,1.5853679099072868,69
62,BARBFLG,1.93952726021962e-06,7.961807373191806e-06,-6.022280112972186e-06,9.901334633411427e-06,4.105024732826009,70
65,OTCFLG,1.654077937018883e-06,3.971984436500036e-06,-2.317906499481153e-06,5.626062373518919e-06,2.4013284668186055,71
61,TRNQFLG,8.09960249625874e-07,1.9094232287767346e-06,-1.0994629791508607e-06,2.7193834784026085e-06,2.357428317820177,72
64,INHFLG,-7.111651370905747e-07,5.188118208912689e-06,-5.899283346003264e-06,4.476953071822114e-06,7.295236982703674,73
