idx,name,mean,std,mean_minus_std,mean_plus_std,cv,rank_mean
0,STFIPS,0.048520058393478394,0.0,0.048520058393478394,0.048520058393478394,0.0,1
3,SERVICES,0.04670755937695503,0.0,0.04670755937695503,0.04670755937695503,0.0,2
2,MARSTAT,0.03129713237285614,0.0,0.03129713237285614,0.03129713237285614,0.0,3
4,DETCRIM,0.030345242470502853,0.0,0.030345242470502853,0.030345242470502853,0.0,4
5,PSOURCE,0.030112741515040398,0.0,0.030112741515040398,0.030112741515040398,0.0,5
25,DETNLF_D,0.024699261412024498,0.0,0.024699261412024498,0.024699261412024498,0.0,6
12,GENDER,0.024692263454198837,0.0,0.024692263454198837,0.024692263454198837,0.0,7
19,ARRESTS_D,0.02442801557481289,0.0,0.02442801557481289,0.02442801557481289,0.0,8
16,SERVICES_D,0.024084841832518578,0.0,0.024084841832518578,0.024084841832518578,0.0,9
18,LIVARAG_D,0.02275305800139904,0.0,0.02275305800139904,0.02275305800139904,0.0,10
14,LIVARAG,0.02119087427854538,0.0,0.02119087427854538,0.02119087427854538,0.0,11
48,FREQ_ATND_SELF_HELP_D,0.019703183323144913,0.0,0.019703183323144913,0.019703183323144913,0.0,12
71,CBSA2020,0.01939273066818714,0.0,0.01939273066818714,0.01939273066818714,0.0,13
66,OTHERFLG,0.018766431137919426,0.0,0.018766431137919426,0.018766431137919426,0.0,14
61,TRNQFLG,0.01849023438990116,0.0,0.01849023438990116,0.01849023438990116,0.0,15
17,EMPLOY_D,0.016844434663653374,0.0,0.016844434663653374,0.016844434663653374,0.0,16
45,HLTHINS,0.016442246735095978,0.0,0.016442246735095978,0.016442246735095978,0.0,17
59,STIMFLG,0.015949519351124763,0.0,0.015949519351124763,0.015949519351124763,0.0,18
54,OPSYNFLG,0.015574813820421696,0.0,0.015574813820421696,0.015574813820421696,0.0,19
1,EDUC,0.01551277469843626,0.0,0.01551277469843626,0.01551277469843626,0.0,20
43,FRSTUSE2,0.015359769575297832,0.0,0.015359769575297832,0.015359769575297832,0.0,21
9,METHUSE,0.015245400369167328,0.0,0.015245400369167328,0.015245400369167328,0.0,22
24,DETNLF,0.01511825155466795,0.0,0.01511825155466795,0.01511825155466795,0.0,23
30,SUB1_D,0.015065677464008331,0.0,0.015065677464008331,0.015065677464008331,0.0,24
65,OTCFLG,0.015061247162520885,0.0,0.015061247162520885,0.015061247162520885,0.0,25
55,PCPFLG,0.015057884156703949,0.0,0.015057884156703949,0.015057884156703949,0.0,26
8,EMPLOY,0.01500740647315979,0.0,0.01500740647315979,0.01500740647315979,0.0,27
68,REGION,0.014672394841909409,0.0,0.014672394841909409,0.014672394841909409,0.0,28
