,idx,name,mean,std,mean_minus_std,mean_plus_std,cv,rank_mean
45,13,VET,0.0111424783244729,2.8720947551112622e-05,0.0111137573769217,0.011171199272024,0.0025776085637995,45
46,58,AMPHFLG,0.0101444789518912,1.8760558403641692e-05,0.0101257183934876,0.0101632395102949,0.0018493368158789,46
47,10,PSYPROB,0.010090386805435,5.933171367726283e-05,0.0100310550917577,0.0101497185191122,0.005880023711807,47
48,44,FRSTUSE3,0.0100581375882029,2.0701306849921785e-05,0.010037436281353,0.0100788388950528,0.0020581650100116,48
49,1,EDUC,0.0099285021424293,6.0597569978749e-06,0.0099224423854314,0.0099345618994272,0.000610339496426,49
50,43,FRSTUSE2,0.0098473591109116,1.8298426773850573e-05,0.0098290606841378,0.0098656575376855,0.0018582065067145,50
51,51,MARFLG,0.0096744426215688,6.93396325569618e-06,0.0096675086583131,0.0096813765848245,0.0007167299995389,51
52,0,STFIPS,0.0093230623751878,3.2139546912381775e-05,0.0092909228282754,0.0093552019221002,0.0034473165167184,52
53,53,METHFLG,0.0092659701282779,4.685994818795613e-06,0.0092612841334591,0.0092706561230967,0.000505720907139,53
54,30,SUB1_D,0.0091065922752022,2.6154011034486937e-05,0.0090804382641677,0.0091327462862367,0.0028719866053194,54
55,33,ROUTE1,0.0077739392096797,1.1275075038008188e-05,0.0077626641346417,0.0077852142847177,0.0014503683054234,55
56,21,AGE,0.0075515710438291,5.258739360272923e-06,0.0075463123044688,0.0075568297831893,0.000696376863801,56
57,50,COKEFLG,0.00748137353609,1.1527926116960718e-05,0.007469845609973,0.007492901462207,0.0015408836440728,57
58,37,FREQ2,0.0064819372879962,1.1038569993981554e-05,0.0064708987180022,0.0064929758579901,0.0017029738955394,58
59,24,DETNLF,0.0064118669057885,8.077711125609246e-06,0.0064037891946629,0.0064199446169141,0.0012598064252264,59
60,45,HLTHINS,0.0060972762294113,1.4135372343392434e-05,0.0060831408570679,0.0061114116017547,0.0023183093255981,60
61,14,LIVARAG,0.0060884226113557,1.6791588113134753e-05,0.0060716310232426,0.0061052141994689,0.0027579537730866,61
62,26,PRIMINC,0.0047416621819138,1.9470668048731783e-05,0.0047221915138651,0.0047611328499625,0.0041062959151748,62
63,7,ARRESTS,0.0043680964348216,2.059403547075788e-05,0.0043475023993509,0.0043886904702924,0.0047146476223798,63
64,46,PRIMPAY,0.0043391009482244,2.8897320433694137e-05,0.0043102036277907,0.0043679982686581,0.0066597483622773,64
65,8,EMPLOY,0.0040146936662495,1.8631279902097704e-05,0.0039960623863474,0.0040333249461516,0.0046407724850157,65
66,38,FREQ3,0.0039607832829157,1.3427902484994897e-06,0.0039594404926672,0.0039621260731642,0.0003390213885953,66
67,36,FREQ1,0.0033753288444131,1.2597526751318733e-05,0.0033627313176618,0.0033879263711644,0.0037322368669856,67
68,27,SUB1,0.0031136621255427,8.312813234713331e-06,0.003105349312308,0.0031219749387774,0.0026697865405882,68
69,28,SUB2,0.0021222170908004,5.126672869649787e-06,0.0021170904179307,0.00212734376367,0.0024157155702276,69
70,47,FREQ_ATND_SELF_HELP,0.0019337846897542,6.1517035280097925e-06,0.0019276329862262,0.0019399363932822,0.0031811729406087,70
71,29,SUB3,0.0016036401502788,6.8242061629498525e-06,0.0015968159441158,0.0016104643564417,0.0042554473095247,71
72,15,DAYWAIT,0.0011548143811523,7.258563996578892e-06,0.0011475558171558,0.0011620729451489,0.0062854811258373,72
