idx,name,mean,std,mean_minus_std,mean_plus_std,cv,rank_mean
72,LOS,0.08753718187411626,0.0006232612939534886,0.08691392058016277,0.08816044316806974,0.00711996069110125,1
3,SERVICES,0.08168407529592514,0.0008504401926184409,0.0808336351033067,0.08253451548854358,0.01041133402731763,2
0,STFIPS,0.04478453720609347,0.0011337464716670036,0.043650790734426466,0.04591828367776047,0.025315578599140773,3
71,CBSA2020,0.03761554633577665,0.0003684626801216477,0.037247083655655,0.037984009015898296,0.009795489259482001,4
39,FREQ1_D,0.025538562486569088,0.0006043290144257509,0.02493423347214334,0.026142891500994837,0.02366339196826649,5
48,FREQ_ATND_SELF_HELP_D,0.0069468979102869826,6.560252506921868e-05,0.006881295385217764,0.007012500435356201,0.009443427255793455,6
18,LIVARAG_D,0.006439713295549154,0.0002473912641577794,0.006192322031391375,0.006687104559706934,0.03841650284784655,7
30,SUB1_D,0.005109717603772879,0.00025770705544097194,0.004852010548331906,0.005367424659213851,0.05043469628354568,8
5,PSOURCE,0.0035935384997477136,0.00016865086793949882,0.003424887631808215,0.0037621893676872123,0.0469316992015917,9
9,METHUSE,0.0032551061206807694,0.00011665677012252351,0.003138449350558246,0.003371762890803293,0.03583808508772243,10
4,DETCRIM,0.0031166160479187965,0.00018233841329540497,0.0029342776346233915,0.0032989544612142016,0.05850525393308114,11
42,FRSTUSE1,0.0031124307618786893,0.00013844941533531127,0.002973981346543378,0.0032508801772140007,0.04448272939306835,12
46,PRIMPAY,0.0030699143341432014,0.00034308994000198357,0.002726824394141218,0.0034130042741451847,0.11175879932093882,13
67,DIVISION,0.0030349588487297297,0.00016869443643935148,0.0028662644122903784,0.003203653285169081,0.05558376401378816,14
20,DSMCRIT,0.0029374811177452407,0.0002074326407825434,0.0027300484769626973,0.003144913758527784,0.07061582099352015,15
68,REGION,0.0025997774209827185,0.00014958457291369746,0.002450192848069021,0.0027493619938964158,0.05753745367061244,16
19,ARRESTS_D,0.002198882711430391,0.00011476155574473744,0.0020841211556856536,0.002313644267175128,0.05219084908357123,17
15,DAYWAIT,0.0020544122283657393,0.00019090845727370384,0.0018635037710920356,0.002245320685639443,0.09292607132969086,18
17,EMPLOY_D,0.0019180755286167066,0.00029475733267447796,0.0016233181959422287,0.0022128328612911847,0.15367347545852558,19
10,PSYPROB,0.0017283915464455883,0.00018692035138949463,0.0015414711950560937,0.001915311897835083,0.10814699468641441,20
27,SUB1,0.0015308094831804435,0.00016675513148834437,0.0013640543516920992,0.0016975646146687878,0.10893264858922237,21
14,LIVARAG,0.001309737058666845,0.00012063229264636941,0.0011891047660204756,0.0014303693513132145,0.0921042066024753,22
45,HLTHINS,0.0012658864725381136,0.00020838642636869615,0.0010575000461694175,0.0014742728989068097,0.16461699440620414,23
36,FREQ1,0.001225707974905769,0.00015242696194597336,0.0010732810129597957,0.0013781349368517425,0.12435830154216934,24
7,ARRESTS,0.0011101368581876159,0.00019689238161342527,0.0009132444765741906,0.0013070292398010411,0.177358656422657,25
1,EDUC,0.0008493430602053801,6.0599155484369615e-05,0.0007887439047210105,0.0009099422156897497,0.07134826705915052,26
47,FREQ_ATND_SELF_HELP,0.0008162928279489279,7.77413074958765e-05,0.0007385515204530514,0.0008940341354448044,0.09523703361600581,27
6,NOPRIOR,0.0007976798806339502,9.366240286883486e-05,0.0007040174777651154,0.0008913422835027851,0.11741853485686182,28
24,DETNLF,0.0007465590800469121,0.00012664259811458276,0.0006199164819323293,0.0008732016781614948,0.16963506505958623,29
16,SERVICES_D,0.0007018796556318799,6.0586276639242966e-05,0.000641293378992637,0.0007624659322711229,0.08632003528396769,30
41,FREQ3_D,0.0006985809304751456,8.544542653721059e-05,0.000613135503937935,0.0007840263570123562,0.12231285282736558,31
8,EMPLOY,0.000694994213214765,0.0001335493475112791,0.0005614448657034858,0.0008285435607260441,0.1921589345234017,32
2,MARSTAT,0.000656762490204225,2.599872427194771e-05,0.0006307637659322772,0.0006827612144761727,0.03958618931459259,33
69,IDU,0.0006075891433283687,8.518450986383057e-05,0.0005224046334645381,0.0006927736531921993,0.14020084262399832,34
26,PRIMINC,0.0005824987310916185,2.856272094490027e-05,0.0005539360101467183,0.0006110614520365188,0.049034820885142445,35
33,ROUTE1,0.000572251194777588,8.541334934039493e-05,0.0004868378454371931,0.000657664544117983,0.14925849018732376,36
32,SUB3_D,0.0004776281421072781,9.283096047556854e-05,0.00038479718163170955,0.0005704591025828467,0.1943582303714385,37
70,ALCDRUG,0.00046688297879882157,5.761749341203865e-05,0.0004092654853867829,0.0005245004722108603,0.12340885409931779,38
31,SUB2_D,0.00043682221439667046,9.035810210988437e-05,0.0003464641122867861,0.0005271803165065548,0.2068532669170341,39
28,SUB2,0.00039245449200583,9.719688506097334e-05,0.0002952576069448566,0.0004896513770668034,0.2476640911006045,40
22,RACE,0.0003544987606195112,5.843868093396132e-05,0.0002960600796855499,0.0004129374415534725,0.16484875950436517,41
21,AGE,0.00032854644329442334,7.259203122013459e-05,0.0002559544120742887,0.00040113847451455796,0.22094907037262318,42
13,VET,0.0003041730378754437,3.526234391928994e-05,0.00026891069395615374,0.00033943538179473365,0.11592856541653628,43
44,FRSTUSE3,0.0002990108138571183,2.2808033617295646e-05,0.00027620278023982264,0.00032181884747441397,0.07627829014971485,44
25,DETNLF_D,0.00026763329030169797,6.65010670804535e-05,0.00020113222322124447,0.00033413435738215147,0.2484783077825935,45
40,FREQ2_D,0.0002466795898120229,9.906029471763729e-05,0.00014761929509438565,0.0003457398845296602,0.401574750440943,46
