feature,kind,index,baseline_auc,perm_auc_mean,importance_mean,importance_std,num_repeats
FREQ_ATND_SELF_HELP,node,47.0,0.9528884792891299,0.9521139366395165,0.0007745426496134522,7.871526810181364e-05,5
FREQ3_D,node,41.0,0.9528884792891299,0.9521356772193392,0.0007528020697905813,0.00011419794941842962,5
ROUTE1,node,33.0,0.9528884792891299,0.9521982543086684,0.0006902249804614069,9.209334315256912e-05,5
SERVICES_D,node,16.0,0.9528884792891299,0.9522179373210509,0.0006705419680790748,9.340685916383309e-05,5
MARSTAT,node,2.0,0.9528884792891299,0.9522473960937703,0.0006410831953596929,8.051066504847099e-05,5
IDU,node,69.0,0.9528884792891299,0.9522562551161388,0.0006322241729911804,2.5822883147050913e-05,5
PRIMINC,node,26.0,0.9528884792891299,0.9523028883727994,0.0005855909163305695,0.00011200711575526346,5
SUB2_D,node,31.0,0.9528884792891299,0.95234090707055,0.0005475722185800169,7.061123988028724e-05,5
ALCDRUG,node,70.0,0.9528884792891299,0.9523967604887786,0.0004917188003511708,9.494891279287934e-05,5
SUB3_D,node,32.0,0.9528884792891299,0.9524219281870071,0.0004665511021227253,5.6861554618956674e-05,5
AGE,node,21.0,0.9528884792891299,0.952531173720919,0.000357305568210875,2.9369644824785794e-05,5
ROUTE2,node,34.0,0.9528884792891299,0.9525809146266934,0.0003075646624366879,5.503088720923274e-05,5
SUB2,node,28.0,0.9528884792891299,0.952607162038529,0.00028131725060096533,0.00010182516816702045,5
RACE,node,22.0,0.9528884792891299,0.9526094325854974,0.00027904670363256836,4.444991035265807e-05,5
FRSTUSE3,node,44.0,0.9528884792891299,0.9526202074976202,0.0002682717915097221,0.00010956302545137055,5
MTHAMFLG,node,57.0,0.9528884792891299,0.9526237966656665,0.0002646826234632638,6.195793721890667e-05,5
VET,node,13.0,0.9528884792891299,0.9526336122439153,0.0002548670452146462,0.00010003656810217724,5
FREQ2_D,node,40.0,0.9528884792891299,0.9526446686594141,0.00024381062971570166,5.854131651440718e-05,5
FREQ3,node,38.0,0.9528884792891299,0.9526724735997986,0.00021600568933135555,5.752508221741076e-05,5
ALCFLG,node,49.0,0.9528884792891299,0.9526755340230165,0.00021294526611330687,6.952310159705529e-05,5
PREG,node,11.0,0.9528884792891299,0.9526822160242092,0.0002062632649206142,1.7716956048397484e-05,5
ROUTE3,node,35.0,0.9528884792891299,0.9526841985858159,0.00020428070331397486,7.041058923317565e-05,5
DETNLF_D,node,25.0,0.9528884792891299,0.9526971255171699,0.00019135377196008996,0.00012410694489617947,5
SUB3,node,29.0,0.9528884792891299,0.9527014915974947,0.0001869876916352764,8.178985504172773e-05,5
FRSTUSE2,node,43.0,0.9528884792891299,0.9527490249241607,0.0001394543649690938,4.141761656834968e-05,5
FREQ2,node,37.0,0.9528884792891299,0.9527672013378818,0.00012127795124803332,6.349270791445539e-05,5
BENZFLG,node,60.0,0.9528884792891299,0.9527785549987222,0.00010992429040770357,3.362432095750449e-05,5
ETHNIC,node,23.0,0.9528884792891299,0.9527868797202746,0.00010159956885533728,6.868706727354789e-05,5
OPSYNFLG,node,54.0,0.9528884792891299,0.9528567008915507,3.17783975791297e-05,3.9323734245912886e-05,5
BARBFLG,node,62.0,0.9528884792891299,0.9528605910089304,2.7888280199550585e-05,8.217779523825553e-06,5
SEDHPFLG,node,63.0,0.9528884792891299,0.9528623772589719,2.610203015784851e-05,1.0696758033890782e-05,5
HALLFLG,node,56.0,0.9528884792891299,0.9528650052411484,2.3474047981486557e-05,1.972791914832269e-05,5
GENDER,node,12.0,0.9528884792891299,0.9528693963234177,1.9082965712113874e-05,2.7257429279605197e-05,5
COKEFLG,node,50.0,0.9528884792891299,0.9528714983387598,1.6980950370237836e-05,2.3599481930188135e-05,5
PCPFLG,node,55.0,0.9528884792891299,0.9528773719437437,1.1107345386118794e-05,3.823655098871735e-06,5
OTHERFLG,node,66.0,0.9528884792891299,0.9528807407242785,7.738564851345054e-06,1.1378600313007403e-05,5
INHFLG,node,64.0,0.9528884792891299,0.9528852651502524,3.2141388774498124e-06,2.43278606671665e-06,5
HERFLG,node,52.0,0.9528884792891299,0.9528868402727619,1.6390163679602665e-06,2.4044567812958353e-05,5
TRNQFLG,node,61.0,0.9528884792891299,0.9528883348334501,1.4445567984022744e-07,4.887251897665249e-07,5
METHFLG,node,53.0,0.9528884792891299,0.9528911461632201,-2.666874090184734e-06,1.6093540640035e-06,5
OTCFLG,node,65.0,0.9528884792891299,0.9528922573607577,-3.7780716278135175e-06,3.868435532968003e-06,5
MARFLG,node,51.0,0.9528884792891299,0.9528929370432515,-4.457754121656166e-06,1.889809848616235e-05,5
AMPHFLG,node,58.0,0.9528884792891299,0.9528956622552125,-7.182966082619479e-06,1.3137171626300289e-05,5
STIMFLG,node,59.0,0.9528884792891299,0.9529010413772923,-1.2562088162426655e-05,1.1216629771056392e-05,5
