run_name,run_type,best_epoch,best_valid_metric,valid_auc,valid_acc,valid_f1,valid_precision,valid_recall,test_auc,test_acc,test_f1,test_precision,test_recall,test_loss,fold,run_dir,status
id26_9bin_breakdown,breakdown9_target,24,0.8855004628310033,0.8855004628310033,0.7962809619815668,0.7615113902176891,0.793064852408647,0.7323726718145153,0.8877072061816057,0.7989466050091911,0.7638836769027731,0.7984979240675935,0.7321457437522227,0.40867464399967784,0,/Users/jeong-yunseong/Documents/programming/Phase_2_public/runs/20260614-141133__ctmp_gin_joint_fresh_id26_breakdown__bs=512__lr=6.10e-04__seed=1__cv=5__test=0.2/folds/fold_0,completed
id26_coarse6,coarse6_baseline,44,0.8841430523841003,0.8841430523841003,0.7951558899769585,0.7635993476883446,0.7831969658228927,0.7449585537382704,,,,,,,0,/Users/jeong-yunseong/Documents/programming/Phase_2_public/runs/20260519-041725__ctmp_gin_joint_fresh_id26__bs=512__lr=6.10e-04__seed=1__cv=5__test=0.2_lambda=0.3/folds/fold_0,fold0_only
