run_name,run_type,los_scheme,n_prediction_rows,n_los_bins,downstream_test_auc,downstream_test_acc,downstream_test_f1,downstream_test_precision,downstream_test_recall,downstream_test_loss,best_epoch,mean_dV_D,median_dV_D,max_dV_D,mean_abs_dV_D,mean_js_D,max_js_D,mean_dV_LOS,max_dV_LOS,top1_dV_D_head,top1_dV_D,top2_dV_D_head,top2_dV_D,top3_dV_D_head,top3_dV_D,services_d_acc,services_d_dV_LOS,services_d_dV_D,freq_atnd_acc,freq_atnd_dV_D,sub1_acc,sub1_dV_D,long_stay_macro_recall,worst_long_stay_bin,worst_long_stay_recall,middle_to_long_flow_pct
id26_9bin_breakdown,breakdown9_target,breakdown9,278528,9,0.8877072061816057,0.7989466050091911,0.7638836769027731,0.7984979240675935,0.7321457437522227,0.40867464399967784,24,0.02337533004957078,0.01957601813341213,0.0705515221078909,0.02337533004957078,0.00482755079288264,0.020981643888728092,0.05961884561000069,0.16027222985826145,FREQ_ATND_SELF_HELP_D,0.0705515221078909,SUB1_D,0.04050313585491766,FREQ2_D,0.030374783695941224,0.9837498386101826,0.16027222985826145,0.009646634022588085,0.7558889351141206,0.0705515221078909,0.884907541566844,0.04050313585491766,0.5740703158430116,36-37,0.4020845860893967,0.422863512105867
id26_coarse6,coarse6_baseline,coarse6,278528,6,,,,,,,44,0.023285171277448207,0.016233725795458932,0.07398458167626171,0.023285171277448207,0.005127278099314617,0.023594131746280424,0.04864552766258576,0.17318986991996277,FREQ_ATND_SELF_HELP_D,0.07398458167626171,SUB1_D,0.05489672667983442,EMPLOY_D,0.033293414024114815,0.9830217912117865,0.17318986991996277,0.007377652792479372,0.7449467054958613,0.07398458167626171,0.8822248841579755,0.05489672667983442,0.5749344484241915,29-37,0.5749344484241915,0.5248201022932975
